date,product,region,store_type,store_id,units_sold,unit_price,revenue,promotion
2021-11-21,Posit Classic,Asia Pacific,Restaurant,7135,116,2.56626248077397,297.686447769781,Holiday Special
2023-08-09,Cloud Water,North America,Gas Station,5616,74,1.23745408534802,91.5716023157532,None
2021-10-23,Quarto Fizz,North America,Vending Machine,2735,31,1.8156269285031,56.2844347835961,Summer Sale
2021-05-29,Quarto Fizz,Africa,Convenience Store,6489,30,1.55789624576389,46.7368873729166,None
2023-09-23,Workbench Energy,Asia Pacific,Gas Station,2299,25,3.31941433220103,82.9853583050258,None
2021-04-10,Cloud Water,Asia Pacific,Restaurant,4404,52,1.36421562901925,70.9392127090007,None
2023-09-26,Posit Lite,North America,Convenience Store,2676,48,1.81585559573031,87.161068595055,None
2021-10-25,Posit Classic,Europe,Restaurant,7123,78,3.6377300003174,283.742940024757,BOGO
2022-02-06,Posit Lite,North America,Supermarket,4554,46,1.9326886515177,88.9036779698144,None
2021-04-01,Posit Lite,North America,Convenience Store,4728,60,1.70941256806975,102.564754084185,Summer Sale
2023-02-20,Cloud Water,Europe,Supermarket,16,67,0.993786466881628,66.5836932810691,Summer Sale
2023-12-14,Posit Classic,North America,Supermarket,5758,218,1.34022195654286,292.168386526343,None
2023-05-01,Posit Zero,North America,Supermarket,6859,122,2.06862775499984,252.37258610998,None
2021-10-15,Posit Classic,Asia Pacific,Gas Station,3467,66,1.27009723102289,83.8264172475107,Summer Sale
NA,Posit Zero,Europe,Vending Machine,7906,27,3.00828008745988,81.2235623614167,Summer Sale
2021-03-01,Connect Orange,North America,Restaurant,4565,44,2.25393177259547,99.1729979942008,None
2023-04-29,Posit Lite,North America,Gas Station,4645,44,1.91742909756569,84.3668802928905,Holiday Special
2023-08-27,Connect Orange,Europe,Convenience Store,6795,60,1.65892120490852,99.5352722945109,None
2022-01-12,Posit Classic,North America,Vending Machine,5155,33,2.84848815336929,94.0001090611865,None
2022-09-30,Posit Classic,Asia Pacific,Supermarket,5313,136,1.3529262344679,183.997967887634,BOGO
2022-03-03,Posit Classic,Europe,Convenience Store,7784,91,1.47839972378341,134.53437486429,None
2022-03-18,Quarto Fizz,Europe,Restaurant,3455,45,3.11591703402773,140.216266531248,None
2022-08-07,Cloud Water,Asia Pacific,Vending Machine,3549,18,1.40382950582576,25.2689311048637,None
2023-08-09,Posit Zero,Asia Pacific,Supermarket,3099,114,1.27210048772225,145.019455600336,Holiday Special
2023-08-27,Posit Classic,North America,Restaurant,4037,178,2.93352153974694,522.166834074955,None
2021-11-07,Posit Classic,Asia Pacific,Convenience Store,7782,45,1.47112958323028,66.2008312453628,None
2023-07-01,Posit Zero,North America,Convenience Store,2465,140,1.76792448464563,247.509427850389,NA
2022-04-19,Posit Zero,North America,Convenience Store,3542,43,1.78548794474435,76.7759816240069,None
2023-03-22,Cloud Water,North America,Restaurant,2842,77,2.27960497001791,175.529582691379,None
2021-02-11,Posit Classic,Latin America,Vending Machine,1626,15,1.8295120445565,27.4426806683475,Summer Sale
2023-01-30,Posit Zero,Europe,Supermarket,3366,71,1.79004962192569,127.093523156724,None
2021-01-25,Quarto Fizz,Asia Pacific,Gas Station,3599,32,1.6666105657628,53.3315381044095,None
2022-12-04,Quarto Fizz,Europe,Convenience Store,3470,58,1.97481707205198,114.539390179015,None
2022-06-10,Connect Orange,North America,Vending Machine,442,40,2.60938246762672,104.375298705069,None
2022-09-15,Posit Lite,North America,Supermarket,6972,85,1.57956638572481,134.263142786609,BOGO
2021-09-19,Connect Orange,Europe,Vending Machine,2339,10,2.05572896207364,20.5572896207364,Summer Sale
2023-08-01,Quarto Fizz,North America,Convenience Store,7498,138,25,240.635382211168,None
2021-10-26,Quarto Fizz,Europe,Supermarket,7024,94,1.91537200575602,180.044968541066,Summer Sale
2022-12-21,Posit Classic,North America,Vending Machine,6602,80,1.74747771541177,139.798217232942,BOGO
2022-01-04,Posit Zero,North America,Convenience Store,1513,28,1.43854709979773,40.2793187943364,Holiday Special
2022-05-27,Posit Classic,North America,Restaurant,1924,131,3.29539747207432,431.697068841736,None
2023-01-28,Posit Classic,Latin America,Vending Machine,7439,24,2.14771700144044,51.5452080345707,None
2023-01-24,Workbench Energy,North America,Vending Machine,7127,12,3.75579058665179,45.0694870398215,New Product Launch
2023-03-10,Posit Classic,Europe,Restaurant,1708,153,2.43418132174654,372.429742227221,BOGO
2023-05-12,Posit Zero,Asia Pacific,Supermarket,3843,101,1.09180329815491,110.272133113646,None
2023-02-13,Quarto Fizz,North America,Vending Machine,1824,40,2.95021387629608,118.008555051843,None
2021-10-21,Posit Lite,Europe,Gas Station,992,30,1.87387502046718,56.2162506140153,None
2022-08-30,Connect Orange,Europe,Supermarket,2583,87,1.69613965585093,147.564150059031,Summer Sale
2023-02-03,Posit Classic,Europe,Convenience Store,2930,46,1.50058928156036,69.0271069517767,BOGO
2023-02-22,Posit Classic,North America,Convenience Store,1501,83,1.33222222853574,110.574444968466,Summer Sale
2022-06-30,Posit Classic,North America,Vending Machine,2828,70,3.2206970817718,225.448795724026,None
2022-03-02,Posit Lite,Europe,Restaurant,1586,100,3.69491514629585,369.491514629585,None
2022-04-16,Posit Classic,Asia Pacific,Gas Station,5806,51,1.61164417705442,82.1938530297753,None
2021-07-07,Posit Lite,Latin America,Gas Station,7005,32,1.3261812098558,42.4377987153856,Holiday Special
2021-09-11,Posit Classic,Europe,Vending Machine,3471,40,2.61693209519537,104.677283807815,Summer Sale
2021-09-25,Posit Zero,Asia Pacific,Supermarket,6090,91,1.22291702103856,111.285448914509,None
2022-10-02,Posit Classic,Asia Pacific,Vending Machine,5253,40,2.13984306214279,85.5937224857115,None
2021-02-10,Posit Classic,Asia Pacific,Vending Machine,3682,28,1.96409123485852,54.9945545760385,None
2023-04-04,Workbench Energy,Europe,Convenience Store,4016,25,3.79988026556221,94.9970066390552,New Product Launch
2022-10-26,Posit Lite,North America,Supermarket,257,91,1.75742669065759,159.92582884984,Holiday Special
2022-06-21,Posit Classic,Asia Pacific,Gas Station,3086,106,1.14938352925404,121.834654100928,None
2021-12-14,Posit Classic,North America,Restaurant,6216,91,2.4564162591273,223.533879580584,Summer Sale
2021-04-17,Quarto Fizz,Asia Pacific,Gas Station,3851,50,1.14867032189386,57.4335160946928,NA
2021-11-13,Quarto Fizz,Europe,Restaurant,7640,64,2.39684187077582,153.397879729652,None
2023-11-04,Cloud Water,Latin America,Gas Station,337,45,1.07397362156159,48.3288129702714,BOGO
2021-06-11,Connect Orange,Latin America,Gas Station,6557,26,1.58342442543641,41.1690350613467,BOGO
2022-09-28,Posit Lite,Asia Pacific,Convenience Store,6595,51,1.52527292400942,77.7889191244807,None
2022-12-07,Posit Classic,Asia Pacific,Supermarket,1405,141,1.9355163984400101,272.907812180042,None
2023-06-25,Posit Zero,Europe,Supermarket,6005,141,2.04770553720918,288.726480746495,None
2023-03-07,Posit Classic,North America,Supermarket,6061,245,2.19622834483519,538.075944484623,None
2022-09-22,Posit Zero,Asia Pacific,Convenience Store,1684,39,1.53807792997136,59.9850392688831,BOGO
2023-11-27,Cloud Water,Europe,Vending Machine,4172,25,1.83501028502593,45.8752571256483,BOGO
2023-10-06,Posit Classic,Europe,Convenience Store,1366,46,1.67286158677948,76.9516329918559,Holiday Special
2023-02-12,Workbench Energy,Europe,Restaurant,6562,21,7.07652143618579,148.606950159902,None
2021-03-19,Cloud Water,Asia Pacific,Vending Machine,6824,23,1.37816704302277,31.6978419895236,None
2022-06-10,Quarto Fizz,Europe,Supermarket,6280,129,1.52180608204606,196.312984583942,Summer Sale
2022-04-28,Quarto Fizz,Europe,Gas Station,5777,53,1.39436254861472,73.9012150765799,NA
2021-07-01,Quarto Fizz,Europe,Vending Machine,5135,66,2.12421651417873,140.198289935796,BOGO
2023-09-19,Posit Classic,North America,Vending Machine,470,47,2.17474877070243,102.213192223014,None
2021-12-03,Connect Orange,North America,Restaurant,7850,34,2.18760479136815,74.378562906517,None
2022-06-23,Posit Classic,Asia Pacific,Gas Station,1008,44,0.958104073373112,42.1565792284169,NA
2023-05-18,Posit Classic,Europe,Gas Station,4293,89,1.79864272198645,160.079202256794,None
2021-07-31,Posit Lite,Europe,Restaurant,2022,70,2.47789527442128,173.45266920949,Summer Sale
2021-07-20,Posit Classic,Europe,Gas Station,4924,127,2.00240437949488,254.30535619585,None
2021-03-03,Workbench Energy,Asia Pacific,Restaurant,312,51,4.69381089806342,239.384355801234,Summer Sale
2023-12-23,Posit Classic,Europe,Restaurant,3130,-112,2.7353567211776,306.359952771891,BOGO
2022-07-15,Posit Classic,Latin America,Restaurant,2760,66,3.09630838611059,204.356353483299,None
2022-07-27,Quarto Fizz,Asia Pacific,Restaurant,5778,152,1.59083724035836,241.80726053447,BOGO
2022-06-24,Posit Classic,Asia Pacific,Vending Machine,4466,51,1.9813377909787,101.048227339914,None
2021-01-02,Posit Lite,Asia Pacific,Vending Machine,4711,14,1.91142801192247,26.7599921669146,None
2022-11-02,Posit Zero,Europe,Restaurant,743,60,3.29181375693383,197.50882541603,None
2023-02-10,Posit Classic,Europe,Restaurant,5741,78,3.11362567900273,242.862802962213,BOGO
2023-01-11,Posit Zero,Africa,Vending Machine,5682,8,1.94174797949408,15.5339838359526,NA
2021-09-26,Posit Zero,North America,Vending Machine,3527,38,2.89765307402349,110.110816812893,BOGO
2023-11-02,Posit Classic,North America,Gas Station,4527,133,1.63777137381313,217.823592717146,None
2022-12-06,Posit Classic,Asia Pacific,Restaurant,7515,55,1.70383619918579,93.7109909552185,NA
2022-11-01,Posit Classic,North America,Vending Machine,6612,41,2.9302752239064,120.141284180162,New Product Launch
2022-03-20,Posit Classic,North America,Restaurant,1512,181,2.179085952061,394.414557323041,BOGO
2022-11-08,Posit Classic,North America,Vending Machine,3278,50,2.21873361956171,110.936680978085,None
2023-07-01,Cloud Water,North America,Gas Station,941,91,1.24457315675402,113.256157264616,BOGO
2023-10-31,Posit Classic,North America,Supermarket,2448,225,1.91899001884746,431.772754240678,None
2023-08-25,Posit Lite,Asia Pacific,Convenience Store,3200,60,0.9595813056604,57.574878339624,New Product Launch
2023-04-30,Posit Lite,Latin America,Vending Machine,2703,22,2.44388915057875,53.7655613127325,None
2021-06-30,Workbench Energy,North America,Vending Machine,3549,19,5.46274146196098,103.792087777259,None
2023-01-21,Posit Classic,Africa,Gas Station,1490,33,1.98218497526776,65.4121041838362,None
2022-04-08,Quarto Fizz,Latin America,Supermarket,5883,103,1.49592760025181,154.080542825937,New Product Launch
2022-08-28,Posit Lite,North America,Gas Station,1394,67,2.12433247129086,142.330275576488,None
2021-03-25,Posit Classic,Europe,Restaurant,6311,65,2.31032188046699,150.170922230354,BOGO
2023-09-12,Posit Classic,North America,Restaurant,4481,159,2.26102823108119,359.50348874191,None
2022-04-09,Connect Orange,Latin America,Supermarket,4235,52,1.17714773229902,61.2116820795489,None
2023-09-11,Posit Classic,North America,Restaurant,521,151,2.65517662823622,400.931670863669,None
2021-08-13,Posit Zero,Europe,Supermarket,3111,156,1.94418439327514,303.292765350923,Holiday Special
2021-06-20,Posit Lite,Europe,Restaurant,6853,93,3.11529285731576,289.722235730366,NA
2022-05-04,Posit Lite,North America,Restaurant,1243,103,2.91454974293242,300.198623522039,None
2023-07-11,Posit Classic,Asia Pacific,Vending Machine,1747,38,2.51597517338016,95.6070565884459,None
2022-11-25,Posit Zero,Latin America,Restaurant,2640,38,1.94881300460732,74.0548941750782,Summer Sale
2023-10-20,Posit Lite,North America,Vending Machine,3006,8,3.00377679127117,24.0302143301693,Summer Sale
2021-06-02,Posit Lite,Asia Pacific,Convenience Store,3057,44,2.04271622018028,89.8795136879325,None
2023-08-19,Posit Lite,North America,Convenience Store,298,124,1.90747543245496,236.526953624415,BOGO
2021-08-28,Posit Classic,Europe,Convenience Store,3610,77,1.76324550422801,135.769903825557,None
2021-02-18,Workbench Energy,Latin America,Restaurant,695,27,4.34147666974448,117.219870083101,Summer Sale
2021-06-05,Posit Lite,North America,Vending Machine,3113,24,2.918036202266,70.032868854384,None
2021-10-01,Posit Lite,Asia Pacific,Convenience Store,3073,73,1.05930345114201,77.3291519333665,New Product Launch
2023-02-01,Cloud Water,Europe,Supermarket,3274,76,1.084729700508,82.4394572386077,None
2021-06-19,Posit Zero,North America,Supermarket,7053,140,2.26698164746743,317.37743064544,None
2021-10-19,Posit Classic,Asia Pacific,Vending Machine,6515,47,2.54658596347345,119.689540283252,None
2021-05-28,Connect Orange,Europe,Restaurant,6669,34,2.55925129545879,87.0145440455989,Summer Sale
2022-12-20,Quarto Fizz,Asia Pacific,Restaurant,3930,44,2.13937996702375,94.1327185490448,None
2021-07-08,Posit Zero,Europe,Supermarket,3096,129,1.79303041926782,231.300924085549,Summer Sale
2023-11-17,Posit Classic,Asia Pacific,Supermarket,7218,287,1.06624235763294,306.011556640653,None
2022-08-29,Posit Lite,Europe,Supermarket,3299,88,1.95313702866685,171.876058522683,None
2022-10-07,Posit Classic,Asia Pacific,Convenience Store,7990,49,1.00321237282359,49.1574062683558,BOGO
2021-09-07,Posit Lite,North America,Gas Station,1092,30,1.76218539836867,52.8655619510602,None
2021-06-18,Posit Classic,Africa,Convenience Store,7901,55,1.06190464902423,58.4047556963329,None
2023-06-26,Posit Classic,North America,Restaurant,2246,186,2.7470832796341,510.957490011942,BOGO
2023-01-02,Posit Classic,Asia Pacific,Supermarket,6459,117,1.57637313420727,184.435656702251,Summer Sale
2022-07-04,Posit Lite,Europe,Gas Station,7501,35,2.15245996650295,75.3360988276031,None
2022-04-02,Connect Orange,North America,Supermarket,6419,99,2.00442571099337,198.438145388344,None
2023-07-08,Posit Classic,North America,Supermarket,3043,296,1.36910008247754,405.253624413352,BOGO
2021-04-25,Cloud Water,North America,Supermarket,1610,110,1.00651366545981,110.716503200579,None
2023-01-02,Posit Classic,Europe,Gas Station,7885,64,2.22285587147502,142.262775774401,None
2023-09-12,Cloud Water,North America,Vending Machine,5472,33,1.79625994550569,59.2765782016878,None
2022-03-14,Quarto Fizz,Asia Pacific,Gas Station,3230,47,1.12478999857829,52.8651299331796,None
2022-09-17,Posit Classic,Europe,Supermarket,3359,185,1.26726468965916,234.443967586944,Holiday Special
2022-06-26,Connect Orange,North America,Supermarket,6699,148,1.20629519320687,178.531688594617,Holiday Special
2022-11-30,Posit Classic,North America,Convenience Store,3670,107,1.5210095028155,162.748016801259,BOGO
2023-07-06,Workbench Energy,North America,Restaurant,6091,54,5.24756781296175,283.368661899934,Holiday Special
2023-08-24,Posit Zero,Latin America,Supermarket,1678,57,1.41949339546258,80.9111235413673,None
2021-03-29,Quarto Fizz,North America,Restaurant,2719,111,3.0569669857742,339.323335420937,NA
2022-01-26,Posit Classic,Asia Pacific,Gas Station,7326,31,1.26074912695346,3.90832229355574,None
2022-02-02,Posit Classic,Latin America,Convenience Store,850,54,1.23825799881138,66.8659319358143,None
2021-09-25,Posit Classic,North America,Gas Station,6642,52,1.89911551455565,98.754006756894,BOGO
2023-03-30,Posit Classic,Asia Pacific,Restaurant,307,107,2.16993549266607,232.18309771527,None
2021-02-06,Connect Orange,North America,Gas Station,5673,51,1.44358953112493,73.6230660873712,None
2022-12-07,Quarto Fizz,North America,Restaurant,3837,108,2.87003112371191,309.963361360886,None
2021-06-12,Quarto Fizz,North America,Restaurant,1333,116,2.82735123043014,327.972742729897,None
2021-02-15,Connect Orange,Europe,Restaurant,5436,34,3.31727513777012,112.787354684184,None
2023-05-09,Posit Lite,North America,Supermarket,2893,139,2.11637605266957,294.176271321071,None
2023-05-18,Quarto Fizz,Europe,Gas Station,2226,38,2.09147809312609,79.4761675387915,None
2022-01-11,Workbench Energy,North America,Convenience Store,1053,40,3.34891231484292,133.956492593717,Holiday Special
2023-04-01,Posit Classic,Asia Pacific,Supermarket,7392,122,0.05,213.192474759269,Holiday Special
2021-10-07,Posit Zero,North America,Vending Machine,2240,33,2.18514825578778,72.1098924409968,Summer Sale
2023-07-23,Quarto Fizz,Europe,Vending Machine,6059,25,2.63054787536394,65.7636968840985,None
2023-01-26,Posit Classic,Europe,Gas Station,2723,53,1.57740289727321,83.6023535554802,Summer Sale
2023-09-08,Posit Lite,North America,Gas Station,3099,63,1.97704346077979,124.553738029127,Holiday Special
2022-12-16,Posit Lite,North America,Convenience Store,283,58,2.07078123695079,120.105311743146,None
2021-07-25,Posit Zero,North America,Convenience Store,5786,77,1.58715682783224,122.211075743082,Summer Sale
2022-08-28,Posit Zero,Europe,Convenience Store,7995,59,2.20446326596951,130.063332692201,None
2023-07-07,Posit Classic,Europe,Vending Machine,5773,61,2.60365422613442,158.8229077942,Summer Sale
NA,Posit Lite,Asia Pacific,Gas Station,6398,63,1.19246853284252,75.1255175690789,None
2023-02-04,Posit Classic,Europe,Vending Machine,4969,25,2.49302483790283,62.3256209475708,None
2022-10-09,Posit Lite,North America,Vending Machine,7500,34,2.4044787729426,81.7522782800483,None
2021-06-08,Posit Lite,Europe,Vending Machine,6535,13,2.0906485959012,27.1784317467156,None
2023-07-17,Quarto Fizz,Europe,Convenience Store,4523,71,1.44514384137618,102.605212737709,None
2023-09-05,Workbench Energy,Latin America,Convenience Store,3944,16,2.53941665162262,40.6306664259618,None
2023-07-24,Quarto Fizz,Asia Pacific,Supermarket,763,170,1.67539203992299,284.816646786908,None
2022-10-15,Posit Classic,North America,Convenience Store,4879,96,2.0021180707605,192.203334793008,BOGO
2023-12-14,Quarto Fizz,Europe,Vending Machine,4074,19,3.15789216012848,59.9999510424411,None
2022-05-29,Posit Classic,Europe,Convenience Store,5644,104,1.41406897604506,147.063173508686,BOGO
2022-06-24,Connect Orange,North America,Gas Station,5491,70,1.19995726948616,83.997008864031,Summer Sale
2022-01-22,Posit Classic,North America,Vending Machine,7055,33,2.20965992988634,72.9187776862493,BOGO
2023-07-18,Posit Lite,North America,Gas Station,2067,56,1.69214873009491,94.760328885315,None
2023-09-16,Cloud Water,Africa,Vending Machine,5190,21,1.19053679217873,25.0012726357534,Holiday Special
2023-01-17,Posit Zero,North America,Gas Station,3858,53,2.12316380369666,112.527681595923,None
2022-09-19,Quarto Fizz,Latin America,Vending Machine,1146,23,1.45841856193553,33.5436269245173,None
2022-09-12,Cloud Water,Europe,Convenience Store,6764,42,1.22694313711317,51.5316117587532,None
2021-07-21,Posit Classic,North America,Gas Station,1742,83,1.55538786255648,129.097192592188,None
2021-03-14,Posit Classic,Europe,Supermarket,6870,102,2.34196130951405,238.880053570434,None
2021-12-01,Posit Classic,Asia Pacific,Convenience Store,6596,62,1.72748077719597,107.10380818615,None
2023-12-06,Cloud Water,Latin America,Gas Station,5372,30,0.921072607687216,27.6321782306165,None
2021-05-11,Posit Classic,Europe,Supermarket,5272,137,1.4654607017725,200.768116142833,Summer Sale
2023-12-21,Cloud Water,Asia Pacific,Supermarket,3636,93,0.745977061972052,69.3758667634008,None
2023-11-10,Posit Zero,North America,Gas Station,7983,57,1.78115317128923,101.525730763486,New Product Launch
2022-11-13,Posit Classic,Europe,Supermarket,382,209,1.91109983461511,399.419865434558,None
2023-09-10,Quarto Fizz,Asia Pacific,Convenience Store,7131,46,1.36982739680686,63.0120602531154,None
2022-06-13,Posit Zero,Latin America,Supermarket,1730,95,1.80072823158516,171.06918200059,None
2021-03-23,Posit Classic,Europe,Supermarket,5714,126,1.72095522900495,216.840358854624,New Product Launch
2021-09-30,Quarto Fizz,Asia Pacific,Supermarket,2696,63,1.45497939631342,91.6637019677453,None
2021-04-04,Quarto Fizz,Asia Pacific,Restaurant,2630,60,1.55282685122665,93.1696110735991,None
2021-11-26,Posit Classic,North America,Gas Station,1260,102,1.34294074391812,136.979955879649,None
2023-07-22,Posit Lite,Europe,Restaurant,2159,49,2.18580874695951,107.104628601016,BOGO
2021-06-28,Connect Orange,Asia Pacific,Vending Machine,7969,16,2.1355709847506,34.1691357560096,None
2021-10-31,Posit Classic,Asia Pacific,Vending Machine,2130,17,1.37850675426796,23.4346148225554,Summer Sale
2023-07-19,Posit Lite,Europe,Gas Station,6833,69,2.69510999096255,185.962589376416,None
2023-08-12,Posit Classic,North America,Vending Machine,849,52,2.77823137494829,144.468031497311,NA
2022-04-18,Connect Orange,Europe,Supermarket,6715,75,1.64321438286925,123.241078715193,None
2023-04-09,Posit Classic,Europe,Vending Machine,6641,34,3.1866536566725,108.346224326865,None
2022-12-27,Posit Classic,Europe,Vending Machine,6169,46,2.88721313472068,132.811804197151,None
2023-10-08,Posit Classic,Asia Pacific,Vending Machine,6688,25,1.3172246172915,32.9306154322876,None
2021-04-18,Posit Classic,Europe,Gas Station,1007,43,2.22410325917962,95.6364401447235,None
2022-10-21,Posit Classic,North America,Convenience Store,3585,99,2.01372311252465,19.935858813994,Summer Sale
2022-08-24,Workbench Energy,Africa,Gas Station,5522,29,3.14726169774079,91.270589234483,None
2022-09-10,Posit Zero,Asia Pacific,Convenience Store,5168,42,1.19958496770457,50.3825686435921,Summer Sale
2021-04-13,Posit Classic,North America,Gas Station,4652,42,2.01277907704771,84.5367212360036,None
2023-01-25,Posit Classic,North America,Restaurant,64,75,2.6979022462832,202.34266847124,Summer Sale
2023-04-23,Posit Classic,Asia Pacific,Gas Station,1289,110,0.965951888879469,106.254707776742,BOGO
2021-07-16,Workbench Energy,North America,Supermarket,2422,36,4.78354592253693,172.20765321133,None
2023-01-16,Posit Classic,North America,Gas Station,320,42,1.89699057770353,79.6736042635481,Summer Sale
2023-12-09,Quarto Fizz,Europe,Vending Machine,7620,57,2.82640993824453,161.105366479938,Summer Sale
2022-04-05,Workbench Energy,Asia Pacific,Vending Machine,2451,8,4.94442398445093,39.5553918756075,None
NA,Posit Lite,Latin America,Restaurant,6660,73,1.77477135119526,129.558308637254,BOGO
2021-05-12,Posit Zero,Asia Pacific,Supermarket,4918,69,1.46904977795343,101.364434678787,New Product Launch
2021-07-06,Posit Classic,North America,Supermarket,4899,187,1.94211553081372,363.175604262165,None
2021-02-22,Posit Classic,Asia Pacific,Vending Machine,605,31,2.36433215703913,73.294296868213,None
2023-07-23,Posit Classic,Europe,Convenience Store,4342,81,1.58431639729615,128.329628180988,BOGO
