"date","product","region","store_type","store_id","units_sold","unit_price","revenue","promotion"
2024-02-22,"Diet Coke","Asia Pacific","Convenience Store",4434,25,1.89118729060093,47.2796822650232,"None"
2024-06-27,"Coca-Cola Classic","North America","Restaurant",1683,150,2.88816983546856,433.225475320283,"None"
2024-06-03,"Coca-Cola Classic","Europe","Supermarket",6287,198,2.20780241154533,437.144877485976,"None"
2024-02-28,"Coca-Cola Classic","Latin America","Vending Machine",1806,37,2.10944021653022,78.0492880116183,"Summer Sale"
2024-06-19,"Coca-Cola Classic","North America","Gas Station",7603,111,2.23179293983675,247.729016321879,"None"
2024-02-25,"Coke Zero","Africa","Vending Machine",653,15,1.72225080953539,25.8337621430309,"BOGO"
2024-01-12,"Fanta Orange","North America","Supermarket",6952,63,2.14752284225646,135.293939062157,"Summer Sale"
2024-03-23,"Coca-Cola Energy","North America","Gas Station",1575,38,4.64149362349733,176.376757692899,"None"
2024-04-15,"Coca-Cola Classic","North America","Restaurant",3709,89,4.03857654659606,359.43331264705,"None"
2024-06-23,"Coca-Cola Classic","Asia Pacific","Convenience Store",4789,97,1.4741038163586,142.988070186784,"Summer Sale"
2024-05-10,"Coca-Cola Classic","Europe","Supermarket",6731,154,1.79998929719102,277.198351767417,"Summer Sale"
2024-01-05,"Coca-Cola Classic","Africa","Supermarket",4732,91,1.68351474352146,153.199841660453,"New Product Launch"
2024-02-06,"Coca-Cola Classic","North America","Vending Machine",1690,49,2.6353008269983,129.129740522917,"Summer Sale"
2024-05-04,"Coke Zero","North America","Convenience Store",2659,78,2.72950086451764,212.901067432376,"None"
2024-03-22,"Coca-Cola Classic","North America","Convenience Store",1360,132,2.7585309657342,364.126087476914,"None"
2024-04-27,"Fanta Orange","North America","Restaurant",4590,104,2.32078573866076,241.361716820719,"BOGO"
2024-01-29,"Coca-Cola Classic","North America","Convenience Store",6442,76,2.03484046299749,154.647875187809,"None"
2024-04-14,"Diet Coke","North America","Gas Station",3564,63,1.81569500080036,114.388785050422,"None"
2024-05-28,"Fanta Orange","North America","Gas Station",999,48,1.80873210850203,86.8191412080974,"None"
2024-06-22,"Coca-Cola Energy","Europe","Gas Station",7998,32,3.70623519132858,118.599526122514,"Summer Sale"
2024-05-09,"Coke Zero","Europe","Vending Machine",5786,40,3.26558373952937,130.623349581175,"None"
2024-01-17,"Coke Zero","Asia Pacific","Restaurant",2820,49,2.67605354749228,131.126623827122,"None"
2024-02-23,"Coca-Cola Classic","North America","Vending Machine",863,43,3.30128755856027,141.955365018092,"None"
2024-05-16,"Coca-Cola Classic","North America","Convenience Store",5572,164,1.90236977917888,311.988643785337,"BOGO"
2024-06-04,"Coca-Cola Classic","North America","Convenience Store",7510,141,2.54702498627991,359.130523065468,"None"
2024-06-13,"Sprite","Asia Pacific","Gas Station",1753,65,1.7897803646446,116.335723701899,"None"
2024-06-15,"Fanta Orange","Latin America","Convenience Store",860,46,1.28608575458691,59.1599447109978,"None"
2024-03-13,"Coca-Cola Classic","North America","Restaurant",5928,126,3.19683175614208,402.800801273902,"None"
2024-05-16,"Fanta Orange","Latin America","Convenience Store",821,41,1.44665573019621,59.3128849380448,"None"
2024-01-04,"Coca-Cola Energy","Asia Pacific","Restaurant",6802,36,4.79972200151758,172.789992054633,"Holiday Special"
2024-04-28,"Coke Zero","North America","Restaurant",4791,93,3.18444106334559,296.15301889114,"Holiday Special"
2024-05-25,"Coke Zero","Asia Pacific","Vending Machine",690,31,1.96756165471711,60.9944112962305,"New Product Launch"
2024-04-15,"Coca-Cola Classic","Europe","Restaurant",5271,139,3.36484722494802,467.713764267775,"None"
2024-06-30,"Coke Zero","North America","Gas Station",4171,66,1.6101365823217,106.269014433232,"Summer Sale"
2024-01-11,"Coca-Cola Classic","Latin America","Restaurant",7957,40,2.32503445207087,93.0013780828346,"Holiday Special"
2024-03-15,"Diet Coke","North America","Restaurant",959,87,3.37447008513988,293.57889740717,"BOGO"
2024-05-12,"Coca-Cola Classic","North America","Gas Station",3168,78,1.92532720665248,150.175522118894,"None"
2024-03-08,"Diet Coke","Asia Pacific","Gas Station",2555,75,1.33079182974557,99.8093872309175,"Summer Sale"
2024-05-11,"Coke Zero","North America","Gas Station",3565,66,1.97297363754692,130.216260078097,"BOGO"
2024-05-19,"Diet Coke","Europe","Restaurant",3681,86,3.88342517193316,333.974564786252,"Holiday Special"
2024-03-04,"Sprite","North America","Vending Machine",287,25,1.97837689378559,49.4594223446397,"None"
2024-06-22,"Coke Zero","Europe","Convenience Store",7301,70,2.86339260874663,200.437482612264,"None"
2024-04-21,"Coke Zero","Europe","Gas Station",6730,25,2.6628510939901,66.5712773497524,"None"
2024-01-14,"Coca-Cola Classic","Asia Pacific","Restaurant",1246,44,2.93831654962877,129.285928183666,"New Product Launch"
2024-05-16,"Sprite","Asia Pacific","Supermarket",4161,153,1.00232206189889,153.35527547053,"Summer Sale"
2024-06-07,"Coca-Cola Classic","North America","Vending Machine",729,47,2.35459069204444,110.665762526089,"Summer Sale"
2024-01-09,"Coca-Cola Classic","Africa","Convenience Store",5231,52,1.32046665859119,68.6642662467417,"Holiday Special"
2024-04-27,"Coca-Cola Classic","Asia Pacific","Supermarket",1756,169,1.82909555987068,309.117149618145,"None"
2024-05-25,"Coca-Cola Classic","Latin America","Vending Machine",5071,29,1.804354159559,52.3262706272111,"Holiday Special"
2024-02-16,"Sprite","North America","Vending Machine",4277,38,3.3029882756812,125.513554475886,"None"
2024-05-16,"Coca-Cola Classic","Asia Pacific","Gas Station",2203,92,1.19052614671813,109.528405498068,"BOGO"
2024-01-11,"Coca-Cola Classic","Europe","Supermarket",7729,95,2.59587127817398,246.607771426528,"None"
2024-01-31,"Coke Zero","Europe","Supermarket",3685,97,1.92958512779339,187.169757395958,"New Product Launch"
2024-06-07,"Coca-Cola Classic","North America","Gas Station",7583,55,2.16066283200221,118.836455760121,"None"
2024-05-01,"Coca-Cola Classic","Asia Pacific","Gas Station",1493,68,1.64861126771542,112.105566204649,"BOGO"
2024-05-25,"Fanta Orange","Latin America","Vending Machine",656,25,1.83593735443567,45.8984338608917,"Holiday Special"
2024-01-19,"Coke Zero","North America","Supermarket",1287,54,1.99976159526822,107.987126144484,"None"
2024-05-04,"Coke Zero","Asia Pacific","Supermarket",5822,112,1.61391850970164,180.758873086584,"None"
2024-03-28,"Coca-Cola Classic","Europe","Convenience Store",6216,112,2.62229481178926,293.697018920397,"None"
2024-05-24,"Coca-Cola Classic","North America","Convenience Store",5227,81,2.46718312313775,199.841832974158,"None"
2024-06-05,"Fanta Orange","North America","Gas Station",4303,101,2.19933183155629,222.132514987185,"Summer Sale"
2024-02-16,"Coke Zero","North America","Supermarket",1982,68,2.44663731768644,166.371337602678,"None"
2024-05-10,"Coke Zero","Asia Pacific","Convenience Store",4831,46,1.99230174643037,91.6458803357968,"None"
2024-01-17,"Coke Zero","Asia Pacific","Convenience Store",4276,32,1.36888565304616,43.8043408974771,"None"
2024-05-21,"Diet Coke","Africa","Gas Station",1201,45,1.26425277499679,56.8913748748556,"Holiday Special"
2024-01-17,"Coca-Cola Classic","Latin America","Gas Station",569,64,2.03753659991654,130.402342394658,"None"
2024-03-10,"Sprite","Asia Pacific","Convenience Store",7104,111,1.4315749616015,158.904820737766,"BOGO"
2024-06-26,"Diet Coke","Asia Pacific","Supermarket",3657,107,2.01696073452071,215.814798593716,"None"
2024-02-03,"Diet Coke","Europe","Convenience Store",1922,88,2.67061927695772,235.014496372279,"None"
2024-02-25,"Dasani Water","Europe","Vending Machine",1091,35,2.00834314521539,70.2920100825388,"None"
2024-05-09,"Coca-Cola Classic","Europe","Vending Machine",2985,54,3.12973820608753,169.005863128727,"None"
2024-01-02,"Dasani Water","Asia Pacific","Convenience Store",6174,47,1.20532160114146,56.6501152536487,"None"
2024-06-20,"Coca-Cola Classic","North America","Vending Machine",315,79,2.60897444822322,206.108981409634,"BOGO"
2024-04-13,"Diet Coke","Asia Pacific","Restaurant",1746,61,2.54592716492688,155.30155706054,"None"
2024-02-02,"Coke Zero","Africa","Restaurant",7860,22,2.12130203974651,46.6686448744233,"BOGO"
2024-01-17,"Coke Zero","North America","Convenience Store",7234,43,1.93823014924693,83.3438964176179,"None"
2024-02-16,"Diet Coke","Europe","Supermarket",146,98,2.97803900221122,291.8478222167,"None"
2024-05-12,"Coke Zero","Europe","Convenience Store",317,52,1.67133702091378,86.9095250875168,"None"
2024-05-15,"Diet Coke","North America","Supermarket",4316,84,2.09848955311792,176.273122461905,"None"
2024-04-30,"Diet Coke","North America","Gas Station",7580,55,1.66294698114903,91.4620839631964,"BOGO"
2024-06-12,"Coca-Cola Classic","Asia Pacific","Restaurant",7932,151,3.31831903222083,501.066173865345,"None"
2024-03-04,"Coca-Cola Classic","Asia Pacific","Convenience Store",5114,159,1.9471315536669,309.593917033038,"BOGO"
2024-06-20,"Diet Coke","North America","Vending Machine",7337,67,3.35455284740088,224.755040775859,"None"
2024-04-23,"Coca-Cola Energy","North America","Gas Station",7267,42,4.22084546817333,177.27550966328,"None"
2024-02-29,"Coca-Cola Energy","North America","Restaurant",6549,42,7.8616213220867,330.188095527641,"None"
2024-04-17,"Diet Coke","Latin America","Convenience Store",478,83,1.53254899276713,127.201566399672,"None"
2024-06-01,"Diet Coke","North America","Restaurant",7821,130,2.51241349407139,326.613754229281,"Holiday Special"
2024-04-30,"Fanta Orange","Europe","Convenience Store",574,45,2.36767270048632,106.545271521884,"None"
2024-04-03,"Coke Zero","Europe","Vending Machine",3285,37,1.99386769642011,73.7731047675441,"BOGO"
2024-02-15,"Coke Zero","North America","Convenience Store",461,27,1.73281171334635,46.7859162603515,"Summer Sale"
2024-06-16,"Coca-Cola Classic","Europe","Supermarket",1339,183,2.59780250444461,475.397858313365,"BOGO"
2024-02-14,"Coke Zero","Asia Pacific","Convenience Store",6546,77,1.91619703418199,147.547171632013,"None"
2024-02-08,"Coke Zero","Latin America","Vending Machine",5613,9,2.59114242180867,23.320281796278,"None"
2024-05-14,"Coca-Cola Classic","Asia Pacific","Vending Machine",3490,41,2.41337753278024,98.9484788439898,"Summer Sale"
2024-03-14,"Coca-Cola Classic","Asia Pacific","Convenience Store",4102,96,1.67759948993438,161.0495510337,"None"
2024-02-23,"Fanta Orange","North America","Supermarket",6227,71,2.12623076217472,150.962384114405,"None"
2024-02-04,"Coke Zero","Europe","Restaurant",2700,60,3.02384780150686,181.430868090412,"None"
2024-06-10,"Coke Zero","Asia Pacific","Vending Machine",954,20,1.7109817138378,34.219634276756,"Summer Sale"
2024-04-15,"Diet Coke","Europe","Gas Station",4978,84,1.67690919514575,140.860372392243,"Summer Sale"
2024-06-20,"Coke Zero","Latin America","Supermarket",3910,96,1.64498305613672,157.918373389125,"None"
2024-04-08,"Coca-Cola Classic","Latin America","Supermarket",3206,113,1.22926822287296,138.907309184645,"BOGO"
